Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,05/14/2026,"AMFAM INSURANCE PX7 800-535-2001 WI          05/13",-321.80,DEBIT_CARD,6079.02,,
DEBIT,05/13/2026,"Online Payment 28806962820 To Washington Financial Bank 05/13",-6345.06,BILLPAY,6400.82,,
DEBIT,05/13/2026,"GOOGLE *YouTubePremi g.co/helppay# CA        05/12",-24.60,DEBIT_CARD,12745.88,,
DEBIT,05/13/2026,"APPLE.COM/BILL 866-712-7753 CA               05/12",-3.20,DEBIT_CARD,12770.48,,
DEBIT,05/13/2026,"PITTSBURGH MOBILE VE WWW.PGHMOBILE PA        05/12",-631.46,DEBIT_CARD,12773.68,,
DEBIT,05/13/2026,"AMAZON MKTPL*BF0LU8X Amzn.com/bill WA        05/12",-25.91,DEBIT_CARD,13405.14,,
DEBIT,05/13/2026,"BEINHAUER FAMILY SERVI 724-9690200 PA        05/12",-231.00,DEBIT_CARD,13431.05,,
DEBIT,05/13/2026,"Amazon.com*BF2N30V61 Amzn.com/bill WA        05/13",-52.95,DEBIT_CARD,13662.05,,
DEBIT,05/13/2026,"AMAZON MKTPL*BF2SC0G Amzn.com/bill WA        05/12",-29.20,DEBIT_CARD,13715.00,,
DEBIT,05/12/2026,"MICROSOFT*REALMS JAV MICROSOFT.COM WA        05/12",-8.55,DEBIT_CARD,13744.20,,
DEBIT,05/12/2026,"MICROSOFT*REALMS JAVA REDMOND WA             05/12",-8.55,DEBIT_CARD,13752.75,,
DEBIT,05/12/2026,"Kindle Svcs*BV5Q49MD0 888-802-3080 WA        05/12",-7.41,DEBIT_CARD,13761.30,,
DEBIT,05/12/2026,"CAREMARK MAIL 888-892-7227 IL                05/11",-1.78,DEBIT_CARD,13768.71,,
DEBIT,05/12/2026,"DNH*GODADDY 480-505-8855 AZ                  05/11",-52.98,DEBIT_CARD,13770.49,,
DEBIT,05/12/2026,"CVS/PHARMACY #03999 CARNEGIE PA              05/11",-6.90,DEBIT_CARD,13823.47,,
DEBIT,05/11/2026,"PAYPAL           PURCHASE   STEAM GAMES     WEB ID: PAYPALSI77",-26.74,ACH_DEBIT,13830.37,,
DEBIT,05/11/2026,"COSTCO WHSE #0332 PITTSBURGH PA      910424  05/11",-312.32,DEBIT_CARD,13857.11,,
DEBIT,05/11/2026,"COSTCO WHSE #0332 PITTSBURGH PA      199358  05/11",-10.24,DEBIT_CARD,14169.43,,
DEBIT,05/11/2026,"PAYPAL           INST XFER  TACKOFDAY       WEB ID: PAYPALSI77",-119.77,ACH_DEBIT,14179.67,,
DEBIT,05/11/2026,"Online Transfer to GMR ...3259 transaction#: 29173666385 05/11",-25.00,ACCT_XFER,14299.44,,
DEBIT,05/11/2026,"Online Transfer to  CHK ...1108 transaction#: 29083508574 05/11",-40.00,ACCT_XFER,14324.44,,
DEBIT,05/11/2026,"Online Transfer to  CHK ...5269 transaction#: 29083768481 05/11",-25.00,ACCT_XFER,14364.44,,
DEBIT,05/11/2026,"CONNECTED HEALTH WWW.CONNECTED PA            05/11",-240.00,DEBIT_CARD,14389.44,,
DEBIT,05/11/2026,"Amazon.com*BX0LW94J3 Amzn.com/bill WA        05/11",-65.84,DEBIT_CARD,14629.44,,
DEBIT,05/11/2026,"UBER * EATS PENDING SAN FRANCISCO CA         05/10",-71.75,DEBIT_CARD,14695.28,,
DEBIT,05/11/2026,"UBER * EATS PENDING SAN FRANCISCO CA         05/10",-118.18,DEBIT_CARD,14767.03,,
DEBIT,05/11/2026,"AMAZON MKTPL*6W9WC8K Amzn.com/bill WA        05/10",-36.03,DEBIT_CARD,14885.21,,
DEBIT,05/11/2026,"MARKET DISTRICT #0014 BETHEL PARK PA         05/10",-118.47,DEBIT_CARD,14921.24,,
DEBIT,05/11/2026,"TROPICAL SMOOTHIE CAFE 312-5432155 PA        05/10",-24.14,DEBIT_CARD,15039.71,,
DEBIT,05/11/2026,"APPLE.COM/BILL 866-712-7753 CA               05/10",-5.34,DEBIT_CARD,15063.85,,
DEBIT,05/11/2026,"NON-CHASE ATM WITHDRAW               108200  05/091155 WASH",-103.75,ATM,15069.19,,
DEBIT,05/11/2026,"Online Transfer to SAV ...1215 transaction#: 29158075745 05/11",-25.00,ACCT_XFER,15172.94,,
DEBIT,05/11/2026,"Online Transfer to CHK ...1108 transaction#: 29158066672 05/11",-25.00,ACCT_XFER,15197.94,,
DEBIT,05/11/2026,"DUNKIN #356242 412-321-0313 PA               05/09",-4.34,DEBIT_CARD,15222.94,,
DEBIT,05/11/2026,"PAYPAL           INST XFER  PYPL PAYIN4     WEB ID: PAYPALSI88",-45.83,ACH_DEBIT,15227.28,,
DEBIT,05/11/2026,"CHEWY.COM 786-320-7111 FL                    05/09",-59.96,DEBIT_CARD,15273.11,,
DEBIT,05/11/2026,"AMAZON MKTPL*BV7GD69 Amzn.com/bill WA        05/09",-17.95,DEBIT_CARD,15333.07,,
DEBIT,05/11/2026,"BJ'S FUEL #9388 BRIDGEVILLE PA               05/08",-129.47,DEBIT_CARD,15351.02,,
DEBIT,05/11/2026,"QDI QUEST DIAGNOSTICS 866-697-8378 CT        05/09",-38.46,DEBIT_CARD,15480.49,,
CREDIT,05/11/2026,"Online Transfer from CHK ...4072 transaction#: 29172102410",119.00,ACCT_XFER,15518.95,,
DEBIT,05/08/2026,"PAYPAL           PURCHASE   PATREON  MEMBER WEB ID: PAYPALSI77",-8.46,ACH_DEBIT,15399.95,,
DEBIT,05/08/2026,"Online Transfer to GMR ...3259 transaction#: 29148781167 05/08",-20.00,ACCT_XFER,15408.41,,
DEBIT,05/08/2026,"COMCAST-XFINITY  CABLE SVCS                 PPD ID: 0000213249",-40.00,ACH_DEBIT,15428.41,,
DEBIT,05/08/2026,"SOLAR SERVICING  SURE PAY                   PPD ID: CSCSM67178",-220.80,ACH_DEBIT,15468.41,,
DEBIT,05/08/2026,"BMWFINANCIAL SVS BMWFS PYMT                 PPD ID: 1222568977",-760.30,ACH_DEBIT,15689.21,,
DEBIT,05/08/2026,"PROGRESSIVE INSU   CE 855-758-0630 OH        05/08",-1680.00,DEBIT_CARD,16449.51,,
DEBIT,05/08/2026,"CONNECTED HEALTH PHARM 724-9334320 PA        05/07",-69.39,DEBIT_CARD,18129.51,,
DEBIT,05/08/2026,"AMAZON MKTPL*BJ88K9W Amzn.com/bill WA        05/08",-42.04,DEBIT_CARD,18198.90,,
CREDIT,05/08/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",86.81,ACH_CREDIT,18240.94,,
CREDIT,05/08/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",4435.71,ACH_CREDIT,18154.13,,
DEBIT,05/07/2026,"PAYPAL           PURCHASE   CHICKS SADD     WEB ID: PAYPALSI77",-47.04,ACH_DEBIT,13718.42,,
DEBIT,05/07/2026,"Online Transfer to GMR ...3259 transaction#: 29130442441 05/07",-20.00,ACCT_XFER,13765.46,,
DEBIT,05/07/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             05/07",-41.72,DEBIT_CARD,13785.46,,
DEBIT,05/07/2026,"Online Transfer to CHK ...5269 transaction#: 29127817401 05/07",-50.00,ACCT_XFER,13827.18,,
DEBIT,05/07/2026,"VENMO *Giovanni Romeo New York NY            05/07",-615.00,DEBIT_CARD,13877.18,,
DEBIT,05/07/2026,"GM Financial     GMF Pymt                   PPD ID: I522190781",-1487.10,ACH_DEBIT,14492.18,,
DEBIT,05/07/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             05/06",-360.18,DEBIT_CARD,15979.28,,
DEBIT,05/07/2026,"CANON HILL VETERINARY 724-7460128 PA         05/06",-90.00,DEBIT_CARD,16339.46,,
DEBIT,05/07/2026,"AMAZON MKTPL*BJ9WK0K Amzn.com/bill WA        05/06",-15.04,DEBIT_CARD,16429.46,,
DEBIT,05/07/2026,"AMAZON MKTPL*BV8C49G Amzn.com/bill WA        05/07",-20.32,DEBIT_CARD,16444.50,,
DEBIT,05/07/2026,"AMAZON MKTPL*BV1VK8P Amzn.com/bill WA        05/07",-49.36,DEBIT_CARD,16464.82,,
DEBIT,05/06/2026,"Online Transfer to CHK ...1108 transaction#: 29116774085 05/06",-20.00,ACCT_XFER,16514.18,,
DEBIT,05/06/2026,"PAYPAL           INST XFER  EB SACRED SPACE WEB ID: PAYPALSI77",-50.00,ACH_DEBIT,16534.18,,
DEBIT,05/06/2026,"NON-CHASE ATM WITHDRAW               361850  05/06160 MILLE",-83.50,ATM,16584.18,,
DEBIT,05/06/2026,"Online Transfer to  SAV ...8999 transaction#: 28721313332",-200.00,ACCT_XFER,16667.68,,
DEBIT,05/06/2026,"Online Transfer to  SAV ...5337 transaction#: 28721294108",-200.00,ACCT_XFER,16867.68,,
DEBIT,05/06/2026,"Online Transfer to  SAV ...5329 transaction#: 28721331055",-200.00,ACCT_XFER,17067.68,,
DEBIT,05/06/2026,"APPLE.COM/BILL 866-712-7753 CA               05/06",-36.35,DEBIT_CARD,17267.68,,
DEBIT,05/06/2026,"TROPICAL SMOOTHIE CAFE 240-3205530 VA        05/05",-38.78,DEBIT_CARD,17304.03,,
DEBIT,05/06/2026,"CANON HILL VETERINARY 724-7460128 PA         05/05",-583.00,DEBIT_CARD,17342.81,,
DEBIT,05/06/2026,"AMAZON MKTPL*BJ8AN9Q Amzn.com/bill WA        05/06",-7.41,DEBIT_CARD,17925.81,,
DEBIT,05/06/2026,"PITTSBURGH MOBILE VE WWW.PGHMOBILE PA        05/05",-415.35,DEBIT_CARD,17933.22,,
DEBIT,05/06/2026,"AMAZON MKTPL*BF45Z2Z Amzn.com/bill WA        05/06",-24.38,DEBIT_CARD,18348.57,,
DEBIT,05/06/2026,"Amazon.com*BJ2XK2HC0 Amzn.com/bill WA        05/05",-30.72,DEBIT_CARD,18372.95,,
DEBIT,05/06/2026,"Amazon.com*BV09S6NI1 Amzn.com/bill WA        05/05",-31.72,DEBIT_CARD,18403.67,,
CREDIT,05/06/2026,"Online Transfer from CHK ...0459 transaction#: 29110345453",35.00,ACCT_XFER,18435.39,,
DEBIT,05/05/2026,"Online Transfer to CHK ...1108 transaction#: 29106641602 05/05",-20.00,ACCT_XFER,18400.39,,
DEBIT,05/05/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        05/05",-20.00,DEBIT_CARD,18420.39,,
DEBIT,05/05/2026,"Online Transfer to CHK ...0459 transaction#: 29098691815 05/05",-340.00,ACCT_XFER,18440.39,,
DEBIT,05/05/2026,"Online Transfer to SAV ...9301 transaction#: 29098676291 05/05",-4000.00,ACCT_XFER,18780.39,,
DEBIT,05/05/2026,"JFI*PREMIER MARTIAL AR justifi.ai PA         05/05",-194.00,DEBIT_CARD,22780.39,,
DEBIT,05/05/2026,"Online Transfer to  CHK ...0459 transaction#: 28684683368 05/05",-500.00,ACCT_XFER,22974.39,,
DEBIT,05/05/2026,"Online Transfer to  CHK ...4072 transaction#: 28683916387 05/05",-500.00,ACCT_XFER,23474.39,,
DEBIT,05/05/2026,"Online Payment 28681430336 To Northwest 05/05",-200.00,BILLPAY,23974.39,,
DEBIT,05/05/2026,"Amazon.com*BV5Z48401 Amzn.com/bill WA        05/05",-93.09,DEBIT_CARD,24174.39,,
DEBIT,05/05/2026,"SP FRESH CLEAN THREA FRESHCLEANTEE CA        05/04",-230.00,DEBIT_CARD,24267.48,,
DEBIT,05/05/2026,"AMAZON MKTPL*BJ5PL5V Amzn.com/bill WA        05/05",-56.38,DEBIT_CARD,24497.48,,
DEBIT,05/05/2026,"MARKET DISTRICT #0014 800-553-2324 PA        05/04",-325.37,DEBIT_CARD,24553.86,,
DEBIT,05/05/2026,"AMAZON MKTPL*BV1NV2O Amzn.com/bill WA        05/05",-50.35,DEBIT_CARD,24879.23,,
DEBIT,05/04/2026,"DOMESTIC INCOMING WIRE FEE",-15.00,FEE_TRANSACTION,24929.58,,
DEBIT,05/04/2026,"PAYPAL           INST XFER  ACAD EXCEL ACAD WEB ID: PAYPALSI77",-40.00,ACH_DEBIT,24944.58,,
DEBIT,05/04/2026,"Online Transfer to GMR ...3259 transaction#: 29082662447 05/04",-25.00,ACCT_XFER,24984.58,,
DEBIT,05/04/2026,"Online Transfer to  CHK ...1108 transaction#: 28983219753 05/04",-40.00,ACCT_XFER,25009.58,,
DEBIT,05/04/2026,"Online Transfer to  CHK ...5269 transaction#: 28982825673 05/04",-25.00,ACCT_XFER,25049.58,,
DEBIT,05/04/2026,"PAYPAL           PURCHASE   STEAM GAMES     WEB ID: PAYPALSI77",-80.24,ACH_DEBIT,25074.58,,
DEBIT,05/04/2026,"Online Transfer to CHK ...1108 transaction#: 29079302646 05/04",-15.39,ACCT_XFER,25154.82,,
DEBIT,05/04/2026,"AMAZON MKTPL*BJ1MI6J Amzn.com/bill WA        05/03",-15.88,DEBIT_CARD,25170.21,,
DEBIT,05/04/2026,"DNH*GODADDY 480-505-8855 AZ                  05/03",-499.99,DEBIT_CARD,25186.09,,
DEBIT,05/04/2026,"AMAZON MKTPL*BJ6M52T Amzn.com/bill WA        05/03",-21.19,DEBIT_CARD,25686.08,,
DEBIT,05/04/2026,"Amazon.com*BV78S6K52 Amzn.com/bill WA        05/03",-18.45,DEBIT_CARD,25707.27,,
DEBIT,05/04/2026,"Amazon.com*BJ0IM2KT1 Amzn.com/bill WA        05/03",-1.99,DEBIT_CARD,25725.72,,
DEBIT,05/04/2026,"AMAZON MKTPL*BJ67896 Amzn.com/bill WA        05/02",-29.99,DEBIT_CARD,25727.71,,
DEBIT,05/04/2026,"AMAZON MKTPL*BV7XT82 Amzn.com/bill WA        05/03",-42.39,DEBIT_CARD,25757.70,,
DEBIT,05/04/2026,"AMAZON MKTPL*BJ7K456 Amzn.com/bill WA        05/03",-49.61,DEBIT_CARD,25800.09,,
DEBIT,05/04/2026,"TROPICAL SMOOTHIE CAFE 240-3205530 PA        05/02",-30.48,DEBIT_CARD,25849.70,,
DEBIT,05/04/2026,"PARKING IN PITTSBURGH 3 PITTSBURGH PA        05/02",-2.50,DEBIT_CARD,25880.18,,
DEBIT,05/04/2026,"IPHONE CITIZ*PMT 19 OF 888-2016306 CT        05/02",-62.41,DEBIT_CARD,25882.68,,
DEBIT,05/04/2026,"VERIZON*RECURRING PAY 800-VERIZON FL         05/02",-89.99,DEBIT_CARD,25945.09,,
CREDIT,05/04/2026,"Online Transfer from SAV ...9301 transaction#: 29074882971",2000.00,ACCT_XFER,26035.08,,
CREDIT,05/04/2026,"FEDWIRE CREDIT VIA: WELLS FARGO BANK, N.A./121000248 B/O: 1/ADAM BURSEY 3/US/BRIDGEVILLE,15017 2079,PA REF: CHASE NYC/CTR/BNF=ANN BURSEY OR ADAM DREW BURSEY BRIDGEVILLE PA 15017- 2079 US/AC-000009760616 RFB=NOTPROV IDED BBI=/CHGS/USD0,00/CHGS/USD0,00/ACC/9 76061674765 1/ADAM BURSEY 2/CELEBRA TION CIRCLE,1 IMAD: 0504I1B7033R007417 TRN: 0344101124FF",22510.60,WIRE_INCOMING,24035.08,,
DEBIT,05/01/2026,"PAYPAL           PURCHASE   SPOTIFY*P420362 WEB ID: PAYPALSI77",-23.53,ACH_DEBIT,1524.48,,
DEBIT,05/01/2026,"APPLECARD GSBANK PAYMENT    466580          WEB ID: 9999999999",-162.00,ACH_DEBIT,1548.01,,
DEBIT,05/01/2026,"BJS.COM EXP 800-257-2582 MA                  04/30",-280.25,DEBIT_CARD,1710.01,,
DEBIT,05/01/2026,"TROPICAL SMOOTHIE CAFE BRIDGEVILLE PA        04/30",-17.70,DEBIT_CARD,1990.26,,
DEBIT,05/01/2026,"PITTSBURGH MOBILE VE WWW.PGHMOBILE PA        04/30",-119.00,DEBIT_CARD,2007.96,,
DEBIT,04/30/2026,"ATM WITHDRAWAL                       001896  04/301163 WASH",-1125.00,ATM,2126.96,,
DEBIT,04/30/2026,"APPLE.COM/BILL 866-712-7753 CA               04/30",-39.73,DEBIT_CARD,3251.96,,
DEBIT,04/30/2026,"Online Payment 28648468141 To Northwest 04/30",-200.00,BILLPAY,3291.69,,
DEBIT,04/30/2026,"FirstEnergy      OPCO-ACH                   PPD ID: 1341968288",-294.71,ACH_DEBIT,3491.69,,
DEBIT,04/30/2026,"APPLE.COM/BILL 866-712-7753 CA               04/30",-29.99,DEBIT_CARD,3786.40,,
DEBIT,04/30/2026,"UBER   *EATS HELP.UBER.COM CA                04/30",-190.06,DEBIT_CARD,3816.39,,
DEBIT,04/30/2026,"UPMC PHYSICIANS 888-647-9600 PA              04/30",-30.00,DEBIT_CARD,4006.45,,
DEBIT,04/29/2026,"PAYPAL           PURCHASE   STEAM GAMES     WEB ID: PAYPALSI77",-10.69,ACH_DEBIT,4036.45,,
DEBIT,04/29/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        04/29",-20.00,DEBIT_CARD,4047.14,,
DEBIT,04/29/2026,"PENNSYLVANIA-AME PAYMENT                    PPD ID: 7251008096",-155.50,ACH_DEBIT,4067.14,,
DEBIT,04/29/2026,"AMAZON MKTPL*BJ1KZ4F Amzn.com/bill WA        04/29",-79.48,DEBIT_CARD,4222.64,,
DEBIT,04/28/2026,"CONNECTED HEALTH WWW.CONNECTED PA            04/28",-199.00,DEBIT_CARD,4302.12,,
DEBIT,04/28/2026,"SOUTH FAYETTE MA PAYMENTS   0001006617.2    WEB ID: 1251250775",-138.84,ACH_DEBIT,4501.12,,
DEBIT,04/28/2026,"APPLE.COM/BILL 866-712-7753 CA               04/28",-8.55,DEBIT_CARD,4639.96,,
DEBIT,04/28/2026,"SINCERELY YOGURT BRIDG BRIDGEVILLE PA        04/27",-13.23,DEBIT_CARD,4648.51,,
DEBIT,04/28/2026,"PEACE OF MIND PSYCHIAT 412-3197866 PA        04/27",-20.00,DEBIT_CARD,4661.74,,
DEBIT,04/28/2026,"TROPICAL SMOOTHIE CAFE BRIDGEVILLE PA        04/27",-33.68,DEBIT_CARD,4681.74,,
DEBIT,04/28/2026,"PITTSBURGH MOBILE VE WWW.PGHMOBILE PA        04/27",-78.00,DEBIT_CARD,4715.42,,
DEBIT,04/27/2026,"Online Transfer to GMR ...3259 transaction#: 28988060915 04/27",-5.00,ACCT_XFER,4793.42,,
DEBIT,04/27/2026,"GOOGLE *Google One g.co/helppay# CA          04/27",-21.39,DEBIT_CARD,4798.42,,
DEBIT,04/27/2026,"Online Transfer to GMR ...3259 transaction#: 28982187154 04/27",-25.00,ACCT_XFER,4819.81,,
DEBIT,04/27/2026,"Online Transfer to  CHK ...5269 transaction#: 28897922743 04/27",-25.00,ACCT_XFER,4844.81,,
DEBIT,04/27/2026,"Online Transfer to  CHK ...1108 transaction#: 28898197291 04/27",-40.00,ACCT_XFER,4869.81,,
DEBIT,04/27/2026,"Online Transfer to GMR ...3259 transaction#: 28976654458 04/27",-40.00,ACCT_XFER,4909.81,,
DEBIT,04/27/2026,"CVS/PHARMACY #03999 CARNEGIE PA              04/26",-10.00,DEBIT_CARD,4949.81,,
DEBIT,04/27/2026,"Online Transfer to GMR ...3259 transaction#: 28971434956 04/27",-20.00,ACCT_XFER,4959.81,,
DEBIT,04/27/2026,"Online Transfer to GMR ...3259 transaction#: 28968999768 04/27",-30.00,ACCT_XFER,4979.81,,
DEBIT,04/27/2026,"IKEA PITTSBURGH PITTSBURGH PA                04/25",-123.93,DEBIT_CARD,5009.81,,
DEBIT,04/27/2026,"ZIPHEALTH* ZIP ZIPHEALTH.CO FL               04/25",-94.95,DEBIT_CARD,5133.74,,
DEBIT,04/27/2026,"CHEWY.COM 786-320-7111 FL                    04/26",-60.98,DEBIT_CARD,5228.69,,
DEBIT,04/27/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             04/24",-361.54,DEBIT_CARD,5289.67,,
DEBIT,04/27/2026,"AMAZON MKTPL*BJ9IU4Q Amzn.com/bill WA        04/26",-92.69,DEBIT_CARD,5651.21,,
DEBIT,04/27/2026,"AMAZON MKTPL*BJ97M7V Amzn.com/bill WA        04/24",-54.04,DEBIT_CARD,5743.90,,
DEBIT,04/27/2026,"AMAZON MKTPL*BJ4LT0V Amzn.com/bill WA        04/24",-52.95,DEBIT_CARD,5797.94,,
DEBIT,04/27/2026,"ROBINSON ANIMAL HOSPI MCKEES ROCKS PA        04/23",-32.60,DEBIT_CARD,5850.89,,
DEBIT,04/24/2026,"Online Transfer to SAV ...9301 transaction#: 28950786484 04/24",-260.40,ACCT_XFER,5883.49,,
DEBIT,04/24/2026,"EARNEST NRI MO   AUTOPAY                    PPD ID: H431261525",-753.49,ACH_DEBIT,6143.89,,
DEBIT,04/24/2026,"COSTCO WHSE #0332 PITTSBURGH PA              04/23",-9.15,DEBIT_CARD,6897.38,,
DEBIT,04/24/2026,"COSTCO WHSE #0332 PITTSBURGH PA              04/23",-98.36,DEBIT_CARD,6906.53,,
DEBIT,04/24/2026,"COSTCO WHSE #0332 PITTSBURGH PA              04/23",-15.76,DEBIT_CARD,7004.89,,
DEBIT,04/24/2026,"BJ'S FUEL #9388 BRIDGEVILLE PA               04/23",-122.09,DEBIT_CARD,7020.65,,
CREDIT,04/24/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",260.40,ACH_CREDIT,7142.74,,
CREDIT,04/24/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",4435.71,ACH_CREDIT,6882.34,,
DEBIT,04/23/2026,"PAYPAL           PURCHASE   ETSY INC        WEB ID: PAYPALSI77",-60.36,ACH_DEBIT,2446.63,,
DEBIT,04/23/2026,"PAYPAL           PURCHASE   ADOBE INC ADOBE WEB ID: PAYPALSI77",-42.39,ACH_DEBIT,2506.99,,
DEBIT,04/23/2026,"Online Transfer to CHK ...1108 transaction#: 28933949992 04/23",-40.00,ACCT_XFER,2549.38,,
DEBIT,04/23/2026,"PAYPAL           INST XFER  PYPL PAYIN4     WEB ID: PAYPALSI88",-45.83,ACH_DEBIT,2589.38,,
DEBIT,04/23/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            04/22",-222.43,DEBIT_CARD,2635.21,,
DEBIT,04/23/2026,"CANON HILL VETERINARY 724-7460128 PA         04/22",-259.00,DEBIT_CARD,2857.64,,
CREDIT,04/22/2026,"INTEREST PAYMENT",0.10,MISC_CREDIT,3116.64,,
DEBIT,04/22/2026,"Amazon.com*BY3MF5YQ1 Amzn.com/bill WA        04/22",-34.15,DEBIT_CARD,3116.54,,
DEBIT,04/22/2026,"TRACTOR SUPPLY   ONLINE PMT 621992233279384 WEB ID: CITICTP",-601.63,ACH_DEBIT,3150.69,,
DEBIT,04/22/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        04/21",-20.00,DEBIT_CARD,3752.32,,
DEBIT,04/22/2026,"AMAZON MKTPL*BJ5B12Z Amzn.com/bill WA        04/22",-18.33,DEBIT_CARD,3772.32,,
DEBIT,04/22/2026,"AMAZON MKTPL*BY9CI5E Amzn.com/bill WA        04/22",-90.17,DEBIT_CARD,3790.65,,
DEBIT,04/22/2026,"AMAZON MKTPL*BY4EO07 Amzn.com/bill WA        04/21",-27.15,DEBIT_CARD,3880.82,,
DEBIT,04/21/2026,"CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224",-80.73,ACH_DEBIT,3907.97,,
DEBIT,04/21/2026,"PEOPLES NATURAL  GAS BILL                   PPD ID: 9849096001",-129.52,ACH_DEBIT,3988.70,,
DEBIT,04/21/2026,"ATT              PAYMENT                    PPD ID: 9864031004",-350.14,MISC_DEBIT,4118.22,,
DEBIT,04/21/2026,"MICROSOFT*PC GAME PA MICROSOFT.COM WA        04/21",-17.64,DEBIT_CARD,4468.36,,
DEBIT,04/21/2026,"Payment to Chase card ending in 8877 04/21",-6327.35,LOAN_PMT,4486.00,,
DEBIT,04/21/2026,"1PASSWORD FAMILIES TORONTO ON                04/20",-51.36,DEBIT_CARD,10813.35,,
DEBIT,04/20/2026,"CVS/PHARMACY #03999 CARNEGIE PA              04/20",-31.06,DEBIT_CARD,10864.71,,
DEBIT,04/20/2026,"PAYPAL           PURCHASE   ABCOUNSELINGNOW WEB ID: PAYPALSI77",-125.00,ACH_DEBIT,10895.77,,
DEBIT,04/20/2026,"Online Transfer to GMR ...3259 transaction#: 28897052130 04/20",-25.00,ACCT_XFER,11020.77,,
DEBIT,04/20/2026,"Online Transfer to  CHK ...1108 transaction#: 28807926794 04/20",-40.00,ACCT_XFER,11045.77,,
DEBIT,04/20/2026,"Online Transfer to  CHK ...5269 transaction#: 28807845972 04/20",-25.00,ACCT_XFER,11085.77,,
DEBIT,04/20/2026,"Amazon.com*BY3PO9C80 Amzn.com/bill WA        04/20",-40.45,DEBIT_CARD,11110.77,,
DEBIT,04/20/2026,"KRISPY KREME 0365 WASHINGTON PA              04/19",-30.18,DEBIT_CARD,11151.22,,
